,Timestamp,ms
435,2019-04-28 14:22:44.385941,31.499
436,2019-04-28 14:22:45.448076,31.898
437,2019-04-28 14:22:46.511911,25.271
438,2019-04-28 14:22:47.570358,33.301
439,2019-04-28 14:22:48.637006,33.584
440,2019-04-28 14:22:49.702431,18.692
441,2019-04-28 14:22:50.759740,32.691
442,2019-04-28 14:22:51.827126,38.638
443,2019-04-28 14:22:52.901884,46.037
444,2019-04-28 14:22:53.982785,39.537
445,2019-04-28 14:22:55.056221,17.381
446,2019-04-28 14:22:56.104580,8.87
447,2019-04-28 14:22:57.145013,38.562
448,2019-04-28 14:22:58.217139,31.756
449,2019-04-28 14:22:59.283146,11.359
450,2019-04-28 14:23:00.328520,103.882
451,2019-04-28 14:23:01.464639,31.353
452,2019-04-28 14:23:02.529687,9.388
453,2019-04-28 14:23:03.577003,33.013
454,2019-04-28 14:23:04.646468,42.692
455,2019-04-28 14:23:05.724946,35.614
456,2019-04-28 14:23:06.796532,32.589
457,2019-04-28 14:23:07.861965,4.424
458,2019-04-28 14:23:08.904938,33.014
459,2019-04-28 14:23:09.970058,31.575
460,2019-04-28 14:23:11.105980,31.341
461,2019-04-28 14:23:12.172808,16.908
462,2019-04-28 14:23:13.227835,33.961
463,2019-04-28 14:23:14.296645,32.97
464,2019-04-28 14:23:15.369118,34.803
465,2019-04-28 14:23:16.435172,35.781
466,2019-04-28 14:23:17.507779,32.909
467,2019-04-28 14:23:18.575705,70.673
468,2019-04-28 14:23:19.709109,33.518
469,2019-04-28 14:23:20.806200,8.572
470,2019-04-28 14:23:21.872812,32.655
471,2019-04-28 14:23:22.946796,33.66
472,2019-04-28 14:23:24.013284,14.986
473,2019-04-28 14:23:25.090636,33.417
474,2019-04-28 14:23:26.188031,34.702
475,2019-04-28 14:23:27.254454,14.174
476,2019-04-28 14:23:28.344945,65.311
477,2019-04-28 14:23:29.447349,32.796
478,2019-04-28 14:23:30.561569,4.052
479,2019-04-28 14:23:31.610543,20.329
480,2019-04-28 14:23:32.665687,10.03
481,2019-04-28 14:23:33.714752,32.484
482,2019-04-28 14:23:34.792411,33.421
483,2019-04-28 14:23:35.862745,51.076
484,2019-04-28 14:23:36.945422,34.048
485,2019-04-28 14:23:38.027494,91.076
486,2019-04-28 14:23:39.159221,27.504
487,2019-04-28 14:23:40.219080,33.175
488,2019-04-28 14:23:41.282368,11.648
489,2019-04-28 14:23:42.328708,36.67
490,2019-04-28 14:23:43.443729,32.599
491,2019-04-28 14:23:44.512821,32.655
492,2019-04-28 14:23:45.597301,29.594
493,2019-04-28 14:23:46.660533,97.294
494,2019-04-28 14:23:47.790260,35.315
495,2019-04-28 14:23:48.869458,35.02
496,2019-04-28 14:23:49.944161,7.655
497,2019-04-28 14:23:50.989719,26.692
498,2019-04-28 14:23:52.051223,10.612
499,2019-04-28 14:23:53.096382,10.837
500,2019-04-28 14:23:54.144241,34.771
501,2019-04-28 14:23:55.212011,34.078
502,2019-04-28 14:23:56.284164,25.977
503,2019-04-28 14:23:57.344210,10.0
504,2019-04-28 14:23:58.388131,32.746
505,2019-04-28 14:23:59.456540,32.547
506,2019-04-28 14:24:00.525577,44.349
507,2019-04-28 14:24:01.603052,4.046
508,2019-04-28 14:24:02.638827,34.683
509,2019-04-28 14:24:03.712250,32.356
510,2019-04-28 14:24:04.779402,8.71
511,2019-04-28 14:24:05.823011,32.445
512,2019-04-28 14:24:06.891635,51.601
513,2019-04-28 14:24:07.989067,10.172
514,2019-04-28 14:24:09.033201,13.194
515,2019-04-28 14:24:10.083565,32.375
516,2019-04-28 14:24:11.152090,7.188
517,2019-04-28 14:24:12.193374,34.751
518,2019-04-28 14:24:13.265320,32.65
519,2019-04-28 14:24:14.330163,35.402
520,2019-04-28 14:24:15.398785,10.232
521,2019-04-28 14:24:16.439460,32.701
522,2019-04-28 14:24:17.505602,35.26
523,2019-04-28 14:24:18.590036,33.216
524,2019-04-28 14:24:19.658444,96.801
525,2019-04-28 14:24:20.791956,32.44
526,2019-04-28 14:24:21.857234,23.421
527,2019-04-28 14:24:22.912950,37.739
528,2019-04-28 14:24:23.989103,31.358
529,2019-04-28 14:24:25.052424,40.751
